2026-06-16 06:00:00 | Battery  | INFO     | Charge current: 23.4A
2026-06-16 20:19:54 | Thermal  | INFO     | Coolant loop flow: 7.80 L/min
2026-06-16 20:20:45 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 20:21:18 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 20:21:46 | Thermal  | INFO     | Coolant loop flow: 10.99 L/min
2026-06-16 20:22:29 | Battery  | INFO     | Charge current: 33.3A
2026-06-16 20:23:00 | Thermal  | INFO     | Coolant loop flow: 7.97 L/min
2026-06-16 20:23:43 | Battery  | INFO     | Voltage measured: 429.1V
2026-06-16 20:24:21 | Battery  | INFO     | Discharge current: 24.6A
2026-06-16 20:25:06 | Battery  | INFO     | SOC reading: 40.4%
2026-06-16 20:25:40 | Battery  | INFO     | Voltage measured: 430.0V
2026-06-16 20:26:12 | Thermal  | INFO     | Fan speed: 2388 RPM
2026-06-16 20:26:57 | Inverter | INFO     | AC output: 180.7 kW
2026-06-16 20:27:25 | Battery  | INFO     | SOC reading: 25.9%
2026-06-16 20:28:15 | Inverter | INFO     | AC output: 148.9 kW
2026-06-16 20:28:50 | Battery  | INFO     | SOC reading: 34.3%
2026-06-16 20:29:26 | Site     | INFO     | Heartbeat OK
2026-06-16 20:30:07 | Battery  | INFO     | Charge current: 56.1A
2026-06-16 20:30:44 | Inverter | INFO     | AC output: 59.1 kW
2026-06-16 20:31:33 | Inverter | INFO     | AC output: 77.0 kW
2026-06-16 20:32:20 | Thermal  | INFO     | Temperature reading: 30.2°C
2026-06-16 20:32:49 | Thermal  | INFO     | Coolant loop flow: 7.79 L/min
2026-06-16 20:33:27 | Site     | INFO     | Heartbeat OK
2026-06-16 20:33:56 | Battery  | INFO     | Voltage measured: 443.7V
2026-06-16 20:34:29 | Thermal  | INFO     | Coolant loop flow: 8.87 L/min
2026-06-16 20:35:21 | Battery  | INFO     | Discharge current: 92.0A
2026-06-16 20:35:49 | Battery  | INFO     | Charge current: 92.9A
2026-06-16 20:36:30 | Battery  | INFO     | SOC reading: 78.8%
2026-06-16 20:37:02 | Thermal  | INFO     | Temperature reading: 33.2°C
2026-06-16 20:37:34 | Thermal  | INFO     | Temperature reading: 34.9°C
2026-06-16 20:38:08 | Battery  | INFO     | Voltage measured: 408.8V
2026-06-16 20:38:46 | Thermal  | INFO     | Temperature reading: 22.2°C
2026-06-16 20:39:14 | Thermal  | INFO     | Temperature reading: 29.6°C
2026-06-16 20:39:57 | Inverter | INFO     | AC output: 92.1 kW
2026-06-16 20:40:27 | Thermal  | INFO     | Temperature reading: 32.5°C
2026-06-16 20:41:01 | Thermal  | INFO     | Coolant loop flow: 7.70 L/min
2026-06-16 20:41:40 | Thermal  | INFO     | Temperature reading: 22.7°C
2026-06-16 20:42:30 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 20:43:13 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 20:43:45 | Battery  | INFO     | Voltage measured: 438.7V
2026-06-16 20:44:22 | Thermal  | INFO     | Fan speed: 2425 RPM
2026-06-16 20:45:04 | Thermal  | INFO     | Coolant loop flow: 10.71 L/min
2026-06-16 20:45:50 | Battery  | INFO     | SOC reading: 49.8%
2026-06-16 20:46:38 | Thermal  | INFO     | Temperature reading: 36.7°C
2026-06-16 20:47:15 | Thermal  | INFO     | Temperature reading: 31.7°C
2026-06-16 20:48:03 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-16 20:48:39 | Thermal  | INFO     | Temperature reading: 36.3°C
2026-06-16 20:49:14 | Battery  | INFO     | Voltage measured: 423.8V
2026-06-16 20:49:49 | Thermal  | INFO     | Coolant loop flow: 9.80 L/min
2026-06-16 20:50:38 | Thermal  | INFO     | Fan speed: 1002 RPM
2026-06-16 20:51:18 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 20:52:06 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 20:52:46 | Battery  | INFO     | Discharge current: 17.8A
2026-06-16 20:53:34 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 20:54:23 | Inverter | INFO     | AC output: 172.1 kW
2026-06-16 20:55:00 | Battery  | INFO     | SOC reading: 57.2%
2026-06-16 20:55:28 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-16 20:56:11 | Battery  | INFO     | Discharge current: 63.8A
2026-06-16 20:56:53 | Battery  | INFO     | SOC reading: 61.3%
2026-06-16 20:57:23 | Battery  | INFO     | Charge current: 85.2A
2026-06-16 20:58:10 | Battery  | INFO     | SOC reading: 46.2%
2026-06-16 20:58:46 | Battery  | INFO     | Voltage measured: 451.0V
2026-06-16 20:59:27 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 20:59:58 | Battery  | INFO     | Voltage measured: 434.5V
2026-06-16 21:00:38 | Thermal  | INFO     | Coolant loop flow: 8.24 L/min
2026-06-16 21:01:14 | Battery  | INFO     | Charge current: 23.4A
2026-06-16 21:01:47 | Battery  | INFO     | Voltage measured: 451.1V
2026-06-16 21:02:34 | Thermal  | INFO     | Fan speed: 2867 RPM
2026-06-16 21:03:14 | Battery  | INFO     | Charge current: 38.3A
2026-06-16 21:03:58 | Thermal  | INFO     | Temperature reading: 31.9°C
2026-06-16 21:04:31 | Battery  | INFO     | Charge current: 10.8A
2026-06-16 21:05:04 | Battery  | INFO     | SOC reading: 39.7%
2026-06-16 21:05:50 | Thermal  | INFO     | Coolant loop flow: 8.50 L/min
2026-06-16 21:06:29 | Inverter | INFO     | Grid frequency: 50.05 Hz
2026-06-16 21:07:20 | Thermal  | INFO     | Coolant loop flow: 9.56 L/min
2026-06-16 21:08:00 | Battery  | INFO     | SOC reading: 76.2%
2026-06-16 21:08:36 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 21:09:23 | Battery  | INFO     | Charge current: 33.7A
2026-06-16 21:10:00 | Battery  | INFO     | Charge current: 68.8A
2026-06-16 21:10:48 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 21:11:37 | Battery  | INFO     | SOC reading: 69.1%
2026-06-16 21:12:20 | Battery  | INFO     | Charge current: 96.9A
2026-06-16 21:12:49 | Thermal  | INFO     | Coolant loop flow: 11.05 L/min
2026-06-16 21:13:20 | Inverter | INFO     | AC output: 110.7 kW
2026-06-16 21:14:12 | Inverter | INFO     | AC output: 64.1 kW
2026-06-16 21:14:59 | Thermal  | INFO     | Temperature reading: 21.6°C
2026-06-16 21:15:37 | Battery  | INFO     | Discharge current: 10.6A
2026-06-16 21:16:13 | Battery  | INFO     | SOC reading: 64.3%
2026-06-16 21:16:59 | Inverter | INFO     | AC output: 197.6 kW
2026-06-16 21:17:32 | Thermal  | INFO     | Temperature reading: 32.5°C
2026-06-16 21:18:08 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 21:19:00 | Inverter | INFO     | AC output: 106.5 kW
2026-06-16 21:19:41 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 21:20:30 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 21:21:20 | Battery  | INFO     | Charge current: 90.4A
2026-06-16 21:21:58 | Battery  | INFO     | SOC reading: 63.4%
2026-06-16 21:22:27 | Thermal  | INFO     | Temperature reading: 27.3°C
2026-06-16 21:22:59 | Battery  | INFO     | Voltage measured: 445.9V
2026-06-16 21:23:28 | Battery  | INFO     | SOC reading: 75.2%
2026-06-16 21:24:01 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 21:24:47 | Battery  | INFO     | Voltage measured: 419.1V
2026-06-16 21:25:26 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 21:26:03 | Thermal  | INFO     | Fan speed: 1872 RPM
2026-06-16 21:26:37 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 21:27:17 | Battery  | INFO     | SOC reading: 40.7%
2026-06-16 21:27:57 | Battery  | INFO     | Charge current: 80.6A
2026-06-16 21:28:40 | Battery  | INFO     | Voltage measured: 407.9V
2026-06-16 21:29:27 | Battery  | INFO     | Discharge current: 84.5A
2026-06-16 21:30:15 | Battery  | INFO     | SOC reading: 86.3%
2026-06-16 21:30:44 | Battery  | INFO     | SOC reading: 76.5%
2026-06-16 21:31:27 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 21:32:08 | Thermal  | INFO     | Temperature reading: 26.0°C
2026-06-16 21:32:47 | Thermal  | INFO     | Temperature reading: 28.1°C
2026-06-16 21:33:24 | Thermal  | INFO     | Coolant loop flow: 7.98 L/min
2026-06-16 21:34:06 | Thermal  | INFO     | Temperature reading: 21.7°C
2026-06-16 21:34:56 | Inverter | INFO     | AC output: 95.9 kW
2026-06-16 21:35:35 | Battery  | INFO     | Voltage measured: 410.3V
2026-06-16 21:36:05 | Thermal  | INFO     | Coolant loop flow: 7.89 L/min
2026-06-16 21:36:52 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 21:37:42 | Battery  | INFO     | SOC reading: 44.1%
2026-06-16 21:38:30 | Battery  | INFO     | SOC reading: 74.1%
2026-06-16 21:39:21 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 21:40:01 | Thermal  | INFO     | Coolant loop flow: 10.66 L/min
2026-06-16 21:40:39 | Battery  | INFO     | Charge current: 54.5A
2026-06-16 21:41:17 | Battery  | INFO     | Charge current: 26.5A
2026-06-16 21:41:49 | Inverter | INFO     | AC output: 122.3 kW
2026-06-16 21:42:38 | Thermal  | INFO     | Fan speed: 1491 RPM
2026-06-16 21:43:10 | Battery  | INFO     | Voltage measured: 438.0V
2026-06-16 21:43:51 | Battery  | INFO     | SOC reading: 22.2%
2026-06-16 21:44:37 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 21:45:17 | Battery  | INFO     | Voltage measured: 440.9V
2026-06-16 21:46:06 | Thermal  | INFO     | Temperature reading: 36.1°C
2026-06-16 21:46:38 | Battery  | INFO     | Voltage measured: 448.5V
2026-06-16 21:47:13 | Inverter | INFO     | AC output: 181.9 kW
2026-06-16 21:47:42 | Thermal  | INFO     | Temperature reading: 35.8°C
2026-06-16 21:48:30 | Battery  | INFO     | Charge current: 35.6A
2026-06-16 21:49:18 | Thermal  | INFO     | Temperature reading: 33.7°C
2026-06-16 21:50:05 | Thermal  | INFO     | Fan speed: 2358 RPM
2026-06-16 21:50:35 | Thermal  | INFO     | Temperature reading: 31.9°C
2026-06-16 21:51:19 | Battery  | INFO     | Voltage measured: 408.4V
2026-06-16 21:51:54 | Battery  | INFO     | Charge current: 42.0A
2026-06-16 21:52:40 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 21:53:19 | Battery  | INFO     | SOC reading: 59.2%
2026-06-16 21:53:50 | Thermal  | INFO     | Coolant loop flow: 8.80 L/min
2026-06-16 21:54:18 | Battery  | INFO     | Discharge current: 78.0A
2026-06-16 21:55:00 | Battery  | INFO     | Voltage measured: 398.7V
2026-06-16 21:55:42 | Inverter | INFO     | AC output: 134.1 kW
2026-06-16 21:56:11 | Battery  | INFO     | SOC reading: 81.6%
2026-06-16 21:56:42 | Battery  | INFO     | Discharge current: 36.2A
2026-06-16 21:57:20 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 21:57:55 | Battery  | INFO     | Voltage measured: 445.0V
2026-06-16 21:58:29 | Battery  | INFO     | Voltage measured: 456.4V
2026-06-16 21:59:15 | Inverter | INFO     | AC output: 44.8 kW
2026-06-16 22:00:07 | Battery  | INFO     | SOC reading: 80.4%
2026-06-16 22:00:43 | Battery  | INFO     | Discharge current: 15.6A
2026-06-16 22:01:31 | Battery  | INFO     | Voltage measured: 400.6V
2026-06-16 22:02:02 | Battery  | INFO     | Discharge current: 55.6A
2026-06-16 22:02:48 | Battery  | INFO     | Discharge current: 69.3A
2026-06-16 22:03:17 | Thermal  | INFO     | Coolant loop flow: 11.35 L/min
2026-06-16 22:03:55 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 22:04:43 | Battery  | INFO     | Discharge current: 21.9A
2026-06-16 22:05:25 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-16 22:06:12 | Battery  | INFO     | Discharge current: 40.4A
2026-06-16 22:06:46 | Battery  | INFO     | SOC reading: 33.9%
2026-06-16 22:07:38 | Battery  | INFO     | Voltage measured: 441.4V
2026-06-16 22:08:22 | Battery  | INFO     | SOC reading: 78.0%
2026-06-16 22:09:12 | Thermal  | INFO     | Temperature reading: 34.9°C
2026-06-16 22:09:46 | Inverter | INFO     | AC output: 150.8 kW
2026-06-16 22:10:23 | Thermal  | INFO     | Temperature reading: 38.1°C
2026-06-16 22:11:14 | Thermal  | INFO     | Temperature reading: 34.0°C
2026-06-16 22:11:44 | Battery  | INFO     | Charge current: 47.2A
2026-06-16 22:12:32 | Thermal  | INFO     | Temperature reading: 32.3°C
2026-06-16 22:13:08 | Inverter | INFO     | AC output: 139.2 kW
2026-06-16 22:13:54 | Inverter | INFO     | Grid frequency: 50.05 Hz
2026-06-16 22:14:31 | Battery  | INFO     | SOC reading: 75.2%
2026-06-16 22:15:21 | Battery  | INFO     | Charge current: 90.0A
2026-06-16 22:16:11 | Battery  | INFO     | Discharge current: 19.1A
2026-06-16 22:16:42 | Thermal  | INFO     | Coolant loop flow: 8.96 L/min
2026-06-16 22:17:25 | Battery  | INFO     | Discharge current: 17.4A
2026-06-16 22:18:03 | Thermal  | INFO     | Temperature reading: 29.6°C
2026-06-16 22:18:35 | Thermal  | INFO     | Coolant loop flow: 9.61 L/min
2026-06-16 22:19:11 | Inverter | INFO     | AC output: 73.1 kW
2026-06-16 22:19:47 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 22:20:21 | Thermal  | INFO     | Temperature reading: 38.0°C
2026-06-16 22:21:05 | Battery  | INFO     | Discharge current: 75.2A
2026-06-16 22:21:45 | Battery  | INFO     | SOC reading: 86.5%
2026-06-16 22:22:26 | Battery  | INFO     | SOC reading: 22.9%
2026-06-16 22:23:00 | Thermal  | INFO     | Temperature reading: 30.6°C
2026-06-16 22:23:28 | Battery  | INFO     | SOC reading: 81.8%
2026-06-16 22:23:58 | Battery  | INFO     | Discharge current: 13.8A
2026-06-16 22:24:44 | Inverter | INFO     | AC output: 51.2 kW
2026-06-16 22:25:22 | Battery  | INFO     | Charge current: 59.8A
2026-06-16 22:26:04 | Battery  | INFO     | Discharge current: 66.9A
2026-06-16 22:26:38 | Battery  | INFO     | SOC reading: 36.7%
2026-06-16 22:27:17 | Battery  | INFO     | Charge current: 19.3A
2026-06-16 22:28:03 | Thermal  | INFO     | Coolant loop flow: 11.28 L/min
2026-06-16 22:28:45 | Battery  | INFO     | Discharge current: 62.1A
2026-06-16 22:29:33 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 22:30:25 | Battery  | INFO     | SOC reading: 74.2%
2026-06-16 22:30:54 | Thermal  | INFO     | Coolant loop flow: 8.18 L/min
2026-06-16 22:31:42 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 22:32:17 | Thermal  | INFO     | Temperature reading: 29.5°C
2026-06-16 22:33:00 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 22:33:43 | Inverter | INFO     | AC output: 49.9 kW
2026-06-16 22:34:18 | Thermal  | INFO     | Temperature reading: 37.0°C
2026-06-16 22:34:46 | Battery  | INFO     | Charge current: 80.1A
2026-06-16 22:35:21 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 22:35:50 | Battery  | INFO     | Voltage measured: 452.2V
2026-06-16 22:36:24 | Thermal  | INFO     | Coolant loop flow: 7.65 L/min
2026-06-16 22:36:53 | Battery  | INFO     | Discharge current: 93.8A
2026-06-16 22:37:28 | Thermal  | INFO     | Temperature reading: 21.8°C
2026-06-16 22:38:13 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 22:38:49 | Battery  | INFO     | SOC reading: 55.7%
2026-06-16 22:39:32 | Thermal  | INFO     | Temperature reading: 22.9°C
2026-06-16 22:40:22 | Battery  | INFO     | SOC reading: 32.3%
2026-06-16 22:41:06 | Battery  | INFO     | SOC reading: 58.9%
2026-06-16 22:41:37 | Inverter | INFO     | AC output: 191.2 kW
2026-06-16 22:42:17 | Thermal  | INFO     | Fan speed: 904 RPM
2026-06-16 22:42:47 | Thermal  | INFO     | Coolant loop flow: 9.72 L/min
2026-06-16 22:43:17 | Inverter | INFO     | AC output: 137.9 kW
2026-06-16 22:44:04 | Thermal  | INFO     | Temperature reading: 30.7°C
2026-06-16 22:44:54 | Battery  | INFO     | SOC reading: 61.3%
2026-06-16 22:45:31 | Battery  | INFO     | Discharge current: 69.7A
2026-06-16 22:46:16 | Thermal  | INFO     | Temperature reading: 21.4°C
2026-06-16 22:47:00 | Thermal  | INFO     | Coolant loop flow: 9.33 L/min
2026-06-16 22:47:31 | Thermal  | INFO     | Temperature reading: 34.2°C
2026-06-16 22:48:20 | Battery  | INFO     | Discharge current: 19.8A
2026-06-16 22:48:50 | Inverter | INFO     | AC output: 95.7 kW
2026-06-16 22:49:21 | Battery  | INFO     | SOC reading: 39.2%
2026-06-16 22:49:52 | Battery  | INFO     | SOC reading: 41.7%
2026-06-16 22:50:29 | Thermal  | INFO     | Temperature reading: 23.7°C
2026-06-16 22:51:16 | Inverter | INFO     | AC output: 92.9 kW
2026-06-16 22:51:50 | Battery  | INFO     | SOC reading: 27.4%
2026-06-16 22:52:21 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 22:52:55 | Inverter | INFO     | AC output: 112.0 kW
2026-06-16 22:53:36 | Thermal  | INFO     | Fan speed: 2076 RPM
2026-06-16 22:54:24 | Battery  | INFO     | Voltage measured: 442.8V
2026-06-16 22:55:16 | Thermal  | INFO     | Temperature reading: 37.4°C
2026-06-16 22:55:45 | Thermal  | INFO     | Temperature reading: 21.6°C
2026-06-16 22:56:34 | Battery  | INFO     | SOC reading: 87.6%
2026-06-16 22:57:03 | Battery  | INFO     | SOC reading: 89.9%
2026-06-16 22:57:45 | Battery  | INFO     | Voltage measured: 403.5V
2026-06-16 22:58:22 | Thermal  | INFO     | Coolant loop flow: 7.61 L/min
2026-06-16 22:59:02 | Battery  | INFO     | SOC reading: 53.9%
2026-06-16 22:59:50 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 23:00:37 | Thermal  | INFO     | Coolant loop flow: 11.48 L/min
2026-06-16 23:01:29 | Battery  | INFO     | Charge current: 81.5A
2026-06-16 23:01:57 | Battery  | INFO     | Discharge current: 11.9A
2026-06-16 23:02:32 | Inverter | INFO     | AC output: 96.4 kW
2026-06-16 23:03:10 | Battery  | INFO     | SOC reading: 77.5%
2026-06-16 23:03:45 | Thermal  | INFO     | Fan speed: 2527 RPM
2026-06-16 23:04:15 | Inverter | INFO     | AC output: 56.6 kW
2026-06-16 23:04:53 | Battery  | INFO     | Discharge current: 40.0A
2026-06-16 23:05:23 | Inverter | INFO     | AC output: 192.6 kW
2026-06-16 23:05:56 | Battery  | INFO     | Voltage measured: 398.4V
2026-06-16 23:06:45 | Inverter | INFO     | AC output: 188.2 kW
2026-06-16 23:07:26 | Thermal  | INFO     | Fan speed: 1962 RPM
2026-06-16 23:08:16 | Thermal  | INFO     | Temperature reading: 32.4°C
2026-06-16 23:09:04 | Battery  | INFO     | Voltage measured: 413.1V
2026-06-16 23:09:32 | Thermal  | INFO     | Temperature reading: 28.8°C
2026-06-16 23:10:03 | Site     | INFO     | Heartbeat OK
2026-06-16 23:10:36 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 23:11:09 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 23:12:01 | Battery  | INFO     | Charge current: 40.4A
2026-06-16 23:12:29 | Battery  | INFO     | SOC reading: 84.4%
2026-06-16 23:13:17 | Battery  | INFO     | Voltage measured: 455.8V
2026-06-16 23:14:05 | Thermal  | INFO     | Temperature reading: 23.6°C
2026-06-16 23:14:35 | Inverter | INFO     | AC output: 149.8 kW
2026-06-16 23:15:12 | Battery  | INFO     | SOC reading: 74.5%
2026-06-16 23:15:57 | Battery  | INFO     | SOC reading: 48.0%
2026-06-16 23:16:29 | Inverter | INFO     | AC output: 154.1 kW
2026-06-16 23:17:17 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 23:17:53 | Thermal  | INFO     | Fan speed: 1821 RPM
2026-06-16 23:18:26 | Thermal  | INFO     | Fan speed: 1422 RPM
2026-06-16 23:19:03 | Battery  | INFO     | Charge current: 72.0A
2026-06-16 23:19:36 | Battery  | INFO     | Discharge current: 74.8A
2026-06-16 23:20:07 | Thermal  | INFO     | Coolant loop flow: 9.34 L/min
2026-06-16 23:20:45 | Thermal  | INFO     | Coolant loop flow: 7.62 L/min
2026-06-16 23:21:20 | Battery  | INFO     | SOC reading: 37.0%
2026-06-16 23:21:59 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 23:22:27 | Thermal  | INFO     | Coolant loop flow: 7.79 L/min
2026-06-16 23:22:57 | Battery  | INFO     | SOC reading: 69.5%
2026-06-16 23:23:43 | Battery  | INFO     | Charge current: 33.4A
2026-06-16 23:24:12 | Battery  | INFO     | SOC reading: 29.0%
2026-06-16 23:24:41 | Battery  | INFO     | Charge current: 68.0A
2026-06-16 23:25:27 | Inverter | INFO     | AC output: 49.8 kW
2026-06-16 23:26:04 | Battery  | INFO     | SOC reading: 83.4%
2026-06-16 23:26:36 | Thermal  | INFO     | Fan speed: 1627 RPM
2026-06-16 23:27:15 | Inverter | INFO     | AC output: 67.9 kW
2026-06-16 23:27:54 | Thermal  | INFO     | Temperature reading: 25.5°C
2026-06-16 23:28:33 | Battery  | INFO     | SOC reading: 69.7%
2026-06-16 23:29:08 | Thermal  | INFO     | Fan speed: 1239 RPM
2026-06-16 23:29:45 | Thermal  | INFO     | Temperature reading: 37.8°C
2026-06-16 23:30:13 | Battery  | INFO     | Voltage measured: 407.2V
2026-06-16 23:30:48 | Thermal  | INFO     | Temperature reading: 36.4°C
2026-06-16 23:31:23 | Inverter | INFO     | Grid frequency: 50.00 Hz
